"ID_TRX";"ID_CARD";"DATETIME_GMT";"AMOUNT";"Anomaly_amount_1";"Anomaly_amount_2";"Anomaly_amount_3";"Anomaly_amount_4";"Anomaly_amount_5";"Anomaly_amount_6";"Anomaly_amount_7";"Anomaly_amount_8";"FLAG_BEHAVIOUR_Anomaly_1";"FLAG_BEHAVIOUR_Anomaly_2";"FLAG_BEHAVIOUR_Anomaly_3";"FLAG_BEHAVIOUR_Anomaly_4";"FLAG_BEHAVIOUR_Anomaly_5";"FLAG_BEHAVIOUR_Anomaly_6";"FLAG_BEHAVIOUR_Anomaly7";"FLAG_BEHAVIOUR_Anomaly_8";"Anomaly_amount_9";"Population_Anomaly_1";"Population_Anomaly_2";"Population_Anomaly_3";"Population_Anomaly_4";"Population_Anomaly_5";"Population_Anomaly_6";"Population_Anomaly_7";"Population_Anomaly_8"
"195";200502075;31468146;2023-10-17 13:16:00;"288";"-1";"-1";"-0,833333";"-0,78125";"-0,347222";"0,529514";"-1";"-1";0;0;0;0;0;0;0;0;"0,663462";"-0,529514";"-0,568431";"-0,548631";"-0,559766";"-0,575378";"-0,574658";"-0,520833";"-0,277778"
"196";200502081;49818907;2023-10-17 13:16:00;"20";"1,43125";"2,205";"1,531132";"1,304167";"1,425";"-1,318376";"0,75";"-1";0;0;0;0;0;0;0;0;"0,842697";"1,318376";"5,488446";"5,860883";"5,718217";"5,540399";"5,541565";"0,5";"0,78"
"197";200502202;55453819;2023-10-17 13:17:00;"73";"-0,497366";"-0,505205";"-0,462278";"-0,46399";"-0,453129";"0,446369";"-0,273973";"-1";0;0;0;0;0;0;0;0;"1,046784";"-0,446369";"0,777656";"0,879694";"0,840608";"0,79189";"0,792209";"-0,182648";"-0,219178"
"198";200502207;47418103;2023-10-17 13:17:00;"40";"0,375";"1,358333";"1,986364";"1,947222";"1,568182";"-1,435417";"-1";"-1";0;0;0;0;0;0;0;0;"0,47619";"1,242391";"2,107298";"2,24986";"2,169687";"2,057275";"2,062459";"0,25";"1,625"
"199";200502219;37202644;2023-10-17 13:17:00;"150";"0,166667";"0,375";"0,470833";"0,471429";"0,486275";"-0,363492";"-1";"-1";0;0;0;0;0;0;0;0;"0,854701";"0,363492";"-0,171387";"-0,133371";"-0,15475";"-0,184727";"-0,183344";"0,111111";"0,3"
"200";200502323;41494323;2023-10-17 13:18:00;"150";"0,283333";"0,283333";"0,283333";"0,353333";"0,171515";"-0,055385";"-1";"-1";0;0;0;0;0;0;0;0;"1,067864";"0,088889";"-0,171387";"-0,133371";"-0,15475";"-0,184727";"-0,183344";"0,188889";"0,113333"
"201";200502360;25188352;2023-10-17 13:18:00;"21";"11,142857";"5,428571";"1,433862";"0,785714";"0,532091";"-1,279146";"-1";"-1";0;0;0;0;0;0;0;0;"1,443452";"1,279146";"4,918662";"5,19021";"5,037499";"4,823381";"4,833256";"3,619048";"2,2"
"202";200502417;53568725;2023-10-17 13:18:00;"20";"-0,433333";"-0,3625";"-0,1485";"0,246371";"0,666033";"-0,586298";"-0,025";"-1";0;0;0;0;0;0;0;0;"1,358025";"0,323284";"5,214596";"5,499721";"5,339374";"5,11455";"5,124918";"0,466667";"0,08"
"203";200502467;53707993;2023-10-17 13:19:00;"300";"-0,369744";"-0,322366";"-0,339316";"-0,338889";"-0,427059";"0,397818";"-0,025";"-1";0;1;1;1;1;1;1;0;"0,929705";"-1";"-0,567437";"-0,542608";"-0,552119";"-0,563973";"-0,563896";"-0,088889";"-0,02"
"204";200502515;48754612;2023-10-17 13:19:00;"42";"0,428571";"0,428571";"1,186147";"1,458333";"1,197279";"-1,077997";"0,965368";"-1";0;0;0;0;0;0;0;0;"0,285996";"1,084378";"1,959331";"2,095105";"2,018749";"1,911691";"1,916628";"-0,309524";"1,414286"
"205";200502561;52403006;2023-10-17 13:20:00;"970";"-1";"-1";"-0,842784";"-0,835052";"-0,800515";"0,789089";"-1";"-1";0;0;0;0;0;0;0;0;"1,228324";"-0,789089";"-0,871864";"-0,865985";"-0,869291";"-0,873927";"-0,873713";"-0,561856";"-0,643299"
"206";200502620;61766962;2023-10-17 13:20:00;"60";"-1";"-1";"-1";"-1";"-1";"0";"0";"-1";0;0;1;1;0;0;1;0;NA;"-1";"5,272444";"5,654664";"5,580503";"5,537664";"5,638265";"-1";"-1"
"207";200502721;39600436;2023-10-17 13:21:00;"400";"-0,25";"-0,208333";"-0,3375";"-0,375";"-0,291667";"0,261905";"-1";"-1";0;0;0;0;0;0;0;0;"1,041667";"-0,261905";"-0,68927";"-0,675014";"-0,683031";"-0,694272";"-0,693754";"-0,166667";"-0,2"
"208";200502731;54417508;2023-10-17 13:21:00;"175";"1,571429";"1,142857";"0,681319";"0,5";"0,428571";"-0,428571";"-1";"-1";0;0;1;1;1;1;1;0;"1,069652";"-0,333333";"1,150552";"1,281599";"1,256172";"1,241485";"1,275977";"1,047619";"0,914286"
"209";200502949;56835231;2023-10-17 13:23:00;"45";"1,511111";"0,888889";"1,233333";"1,147009";"1,147009";"-1,147009";"-1";"-1";0;1;1;0;0;0;0;0;"0,916667";"-1";"1,883754";"2,049281";"1,985874";"1,906844";"1,907362";"1,281481";"1,488889"
"210";200502998;59168372;2023-10-17 13:23:00;"100";"0";"-0,276667";"-0,523333";"-0,523333";"-0,523333";"0,548571";"-0,7";"-1";0;0;1;1;1;1;1;0;"1,104707";"-0,3";"0,297689";"0,372177";"0,343643";"0,30808";"0,308313";"-0,233333";"-0,306"
"211";200502859;29493114;2023-10-17 13:24:00;"20";"9";"9";"28,1";"33,725";"29,807143";"-23,505";"0";"-1";0;0;0;0;0;0;0;0;"0,223964";"23,505";"5,214596";"5,499721";"5,339374";"5,11455";"5,124918";"3";"16,86"
"212";200503208;58666583;2023-10-17 13:25:00;"50";"1,530588";"1,904783";"2,312872";"2,312872";"2,312872";"-2,074557";"0,9";"-1";0;0;0;0;0;0;0;0;"0,8";"2,127532";"6,526933";"6,985597";"6,896604";"6,845197";"6,965918";"1";"1,5"
"213";200503213;56094707;2023-10-17 13:25:00;"5";"30,55";"25,04";"18,742857";"13,228571";"13,228571";"-12,546667";"3";"-1";0;0;1;1;0;0;1;0;"0,644654";"21,5";"74,26933";"78,855971";"77,966036";"77,451973";"78,65918";"15,4";"24,44"
"214";200503385;61900709;2023-10-17 13:27:00;"250";"-1";"-1";"-1";"-1";"-1";"0,85";"-0,85";"-1";0;0;0;0;0;0;0;0;NA;"-0,85";"0,505387";"0,597119";"0,579321";"0,569039";"0,593184";"-1";"-1"
"215";200503465;30365822;2023-10-17 13:27:00;"60";"-0,166667";"0,233333";"0,65";"2,455556";"2,455556";"-4,406667";"-1";"-1";0;0;0;0;0;0;0;0;"0,760234";"4,406667";"1,071532";"1,166574";"1,113125";"1,038183";"1,041639";"0,155556";"0,52"
"216";200503491;59431159;2023-10-17 13:27:00;"25";"0,023333";"1,339429";"1,533333";"1,533333";"1,533333";"-1,263333";"0,093333";"-1";0;0;0;0;0;0;0;0;"0,698925";"1,263333";"3,971676";"4,199777";"4,071499";"3,89164";"3,899935";"-0,133333";"0,24"
"217";200503540;55611074;2023-10-17 13:28:00;"18";"-1";"-1";"-1";"8,444444";"8,444444";"-8,444444";"-1";"-1";0;0;0;0;0;0;0;0;NA;"-1";"6,209384";"6,623203";"6,464686";"6,267109";"6,268405";"-1";"-1"
"218";200503680;55891655;2023-10-17 13:29:00;"20";"13,5";"7,458333";"5,5";"5,5";"5,5";"-5,25";"2,75";"-1";0;0;0;0;0;0;0;0;"0,345528";"5,25";"5,214596";"5,499721";"5,339374";"5,11455";"5,124918";"1,833333";"7,2"
"219";200503751;57339792;2023-10-17 13:30:00;"98";"2,040816";"4,091837";"3,454082";"3,454082";"3,454082";"-4,093878";"6,653061";"-1";0;0;0;0;0;0;0;0;"0,814846";"4,093878";"0,268285";"0,326474";"0,29375";"0,247867";"0,249983";"2,897959";"3,783673"
"220";200503787;35180807;2023-10-17 13:30:00;"18";"-1";"2,611111";"1,851852";"1,833333";"1,123188";"-1,612847";"-1";"-1";0;0;0;0;0;0;0;0;"1,245791";"1,612847";"5,905106";"6,221912";"6,043749";"5,793945";"5,805465";"1,740741";"1,2"
"221";200503802;29856249;2023-10-17 13:30:00;"50";"-1";"-1";"-1";"-1";"6";"-7,5";"-1";"-1";0;0;0;0;0;0;0;0;NA;"7,5";"1,485838";"1,599888";"1,53575";"1,44582";"1,449967";"-1";"-1"
"222";200503964;55953019;2023-10-17 13:32:00;"20";"0";"0";"0";"0";"0";"0";"0";"-1";0;0;0;0;0;0;0;0;NA;"0";"17,817333";"18,963993";"18,741509";"18,612993";"18,914795";"-1";"-1"
"223";200503987;61930341;2023-10-17 13:32:00;"40";"-1";"-1";"-1";"-1";"-1";"-7,934";"7,934";"-1";0;1;1;1;1;1;1;0;NA;"-1";"8,408666";"8,981996";"8,870755";"8,806497";"8,957397";"-1";"-1"
"224";200503999;49755133;2023-10-17 13:32:00;"148";"-1";"-1";"0";"-0,168919";"-0,168919";"0,081081";"-1";"-1";0;0;0;0;0;0;0;0;NA;"-0,081081";"-0,16019";"-0,121659";"-0,143328";"-0,173709";"-0,172308";"-0,112613";"-1"
"225";200504004;44622110;2023-10-17 13:32:00;"30";"-1";"5,044444";"3,933333";"2,711111";"2,409524";"-6,458333";"-1";"-1";0;0;0;0;0;0;0;0;"1,275456";"6,458333";"3,143064";"3,333147";"3,226249";"3,076367";"3,083279";"4,288889";"3,146667"
"226";200504011;53789190;2023-10-17 13:32:00;"50";"17";"8,72";"4,913533";"4,52218";"4,111073";"-3,768483";"0";"-1";0;0;0;0;0;0;0;0;"0,694444";"5,527725";"1,485838";"1,599888";"1,53575";"1,44582";"1,449967";"5,666667";"8,6"
"227";200504043;60457168;2023-10-17 13:33:00;"25";"0,548193";"0,452351";"0,452351";"0,452351";"0,452351";"-0,468381";"0,547623";"1,54";0;0;1;1;1;1;1;0;"0,985733";"0,62";"14,053866";"14,971194";"14,793207";"14,690395";"14,931836";"1,026667";"1,056"
"228";200504100;36799880;2023-10-17 13:33:00;"300";"-0,333333";"-0,216667";"-0,289697";"-0,199167";"-0,174783";"0,147647";"-1";"-1";0;0;0;0;0;0;1;0;"1,134752";"-0,147647";"-0,585694";"-0,566685";"-0,577375";"-0,592363";"-0,591672";"-0,111111";"-0,216667"
"229";200504112;41621840;2023-10-17 13:33:00;"350";"-1";"-1";"-1";"-1";"-1";"1";"-1";"-1";0;0;0;0;0;0;0;0;NA;"-1";"-0,64488";"-0,628587";"-0,63775";"-0,650597";"-0,650005";"-1";"-1"
"230";200504166;42632334;2023-10-17 13:33:00;"5";"5,941935";"6,497768";"6,994175";"7,691446";"7,578384";"-7,280754";"2,022727";"1,933333";0;0;1;1;0;0;1;0;"1,080247";"2,868702";"23,858382";"24,998883";"24,357495";"23,458202";"23,499674";"1,333333";"1,16"
"231";200504241;27848315;2023-10-17 13:34:00;"20";"1,033333";"1,15625";"1,126667";"0,788636";"0,7875";"-0,623171";"0";"-1";0;0;0;0;0;0;0;0;"0,704225";"0,623171";"5,214596";"5,499721";"5,339374";"5,11455";"5,124918";"0";"0,42"
"232";200504269;48705650;2023-10-17 13:34:00;"30";"-1";"1,933333";"6,088889";"3,442857";"3,113333";"-2,765";"-0,2";"-1";0;0;0;0;0;0;0;0;"0,342004";"2,765";"3,325631";"3,573922";"3,478812";"3,360266";"3,361043";"0,577778";"3,613333"
"233";200504274;30318697;2023-10-17 13:34:00;"170";"-1";"-1";"-1";"-0,117647";"-0,529412";"0,264706";"-1";"-1";0;0;1;1;0;0;1;0;"1,235955";"-0,301471";"-0,268871";"-0,235327";"-0,254191";"-0,280641";"-0,279421";"-0,352941";"-0,476471"
"234";200504491;38778792;2023-10-17 13:36:00;"148";"-0,042793";"-0,28668";"-0,439672";"-0,493369";"-0,514075";"0,502893";"-0,324324";"-1";0;0;0;0;0;0;0;0;"0,980684";"-0,491474";"-0,16019";"-0,121659";"-0,143328";"-0,173709";"-0,172308";"-0,108108";"-0,090541"
"235";200504546;33031766;2023-10-17 13:36:00;"70";"-0,320635";"-0,401905";"-0,456303";"-0,450294";"-0,431806";"0,486132";"-0,55";"-0,785714";0;0;0;0;0;0;0;0;"1,448802";"-0,486132";"0,775599";"0,857063";"0,81125";"0,747014";"0,749977";"-0,366667";"-0,562857"
"236";200504563;37247596;2023-10-17 13:36:00;"100";"0,1";"0,2375";"0,2375";"-0,0875";"0,053571";"-0,195882";"-1";"-1";0;0;0;0;0;0;0;0;"1,008403";"0,195882";"0,242919";"0,299944";"0,267875";"0,22291";"0,224984";"0,2";"0,19"
"237";200504605;51417717;2023-10-17 13:37:00;"125";"-0,2496";"-0,298286";"-0,211385";"-0,268706";"-0,228125";"0,227217";"-0,22";"-1";0;0;1;1;1;1;1;0;"0,991326";"-1";"-0,005665";"0,039955";"0,0143";"-0,021672";"-0,020013";"-0,146667";"-0,1392"
"238";200504625;61623144;2023-10-17 13:37:00;"300";"-0,666667";"-0,666667";"-0,666667";"-0,666667";"-0,666667";"0,45";"-0,233333";"-1";0;1;1;1;1;1;1;0;NA;"-1";"0,254489";"0,330933";"0,316101";"0,307533";"0,327653";"-0,155556";"-1"
"239";200504643;49683242;2023-10-17 13:37:00;"200";"-1";"-1";"-1";"-1";"-0,75";"0,75";"-1";"-1";0;0;0;0;0;0;0;0;NA;"-1";"-0,351155";"-0,313912";"-0,328178";"-0,34596";"-0,345844";"-1";"-1"
"240";200504677;37318413;2023-10-17 13:37:00;"248";"-0,241935";"-0,546774";"-0,494288";"-0,471486";"-0,467105";"0,489718";"-1";"-1";0;0;0;0;0;0;0;0;"1,123737";"-0,489718";"-0,498823";"-0,475829";"-0,48876";"-0,506891";"-0,506055";"-0,282258";"-0,36129"
"241";200504693;53094237;2023-10-17 13:37:00;"62";"1,33871";"0,029777";"0,259531";"0,181818";"0,195773";"-0,164932";"-0,516129";"-1";0;0;0;0;0;0;0;0;"1,071429";"0,182443";"5,070107";"5,439998";"5,368229";"5,326772";"5,424127";"0,83871";"0,716129"
"242";200504730;58596652;2023-10-17 13:38:00;"122";"1,459016";"0,319672";"0,352459";"0,352459";"0,352459";"-0,214139";"-0,754098";"-1";0;0;0;0;0;0;0;0;"1,241076";"0,214139";"0,018786";"0,065528";"0,039242";"0,002385";"0,004085";"0,234973";"-0,004918"
"243";200504823;61181394;2023-10-17 13:38:00;"150";"-1";"-1";"-1";"-1";"-1";"1";"-1";"-1";0;0;0;0;0;0;0;0;NA;"-1";"-0,134874";"-0,085216";"-0,104238";"-0,127947";"-0,127791";"-1";"-1"
"244";200504871;46601763;2023-10-17 13:39:00;"98";"-1";"-0,056122";"0,227041";"0,099125";"0,190476";"-0,416797";"-0,030612";"-1";0;0;0;0;0;0;0;0;"0,990896";"0,416797";"0,268285";"0,326474";"0,29375";"0,247867";"0,249983";"-0,037415";"-0,028571"
"245";200504940;59283213;2023-10-17 13:39:00;"50";"0,733333";"0,415556";"0,263333";"0,263333";"0,263333";"-0,263333";"-1";"-1";0;0;0;0;0;0;0;0;"1,157407";"0,187273";"1,595378";"1,744353";"1,687287";"1,616159";"1,616626";"0,666667";"0,44"
"246";200504973;62136069;2023-10-17 13:40:00;"123";"-1";"-1";"-1";"-1";"-1";"0,313008";"-0,313008";"0,178862";0;0;1;1;1;1;1;0;NA;"-1";"0,010503";"0,056865";"0,030792";"-0,005764";"-0,004078";"-1";"-1"
"247";200504979;33562695;2023-10-17 13:40:00;"21";"-0,047619";"-0,047619";"0,126984";"1,598639";"1,255411";"-1,163265";"-1";"-1";0;0;0;0;0;0;0;0;"0,373134";"1,163265";"4,918662";"5,19021";"5,037499";"4,823381";"4,833256";"-0,047619";"1,552381"
"248";200504987;43436590;2023-10-17 13:40:00;"110";"-0,162338";"-0,162338";"-0,364242";"-0,190909";"-0,190909";"0,247934";"-0,818182";"-1";0;0;1;1;1;1;1;0;"1,27193";"0,117647";"0,606585";"0,576531";"0,488916";"0,454619";"0,450165";"-0,560606";"-0,654545"
"249";200505000;52764206;2023-10-17 13:40:00;"148";"-1";"-0,168919";"-0,420849";"-0,32722";"-0,23303";"0,24104";"-0,574324";"-1";0;0;0;0;0;0;0;0;"0,931973";"-0,24104";"-0,123183";"-0,072854";"-0,092133";"-0,116162";"-0,116005";"-0,382883";"-0,337838"
"250";200505101;37773549;2023-10-17 13:41:00;"98";"0,510204";"0,510204";"0,280612";"-0,177296";"-0,037755";"-0,185131";"0";"-1";0;0;0;0;0;0;0;0;"1,081761";"0,185131";"0,268285";"0,326474";"0,29375";"0,247867";"0,249983";"0,170068";"0,081633"
"251";200505152;59075268;2023-10-17 13:41:00;"100";"0,62";"0,434545";"0,387333";"0,387333";"0,387333";"-0,488125";"2";"-1";0;0;0;0;0;0;0;0;"0,835003";"0,488125";"2,763467";"2,992799";"2,948302";"2,922599";"2,982959";"0,666667";"0,996"
"252";200505244;42024811;2023-10-17 13:42:00;"16";"1,274844";"2,029648";"1,749014";"1,798879";"2,095199";"-1,973693";"0,8875";"-1";0;0;0;0;0;0;0;0;"0,53288";"1,973693";"7,110557";"7,576104";"7,397772";"7,175498";"7,176956";"-0,020833";"0,8375"
"253";200505322;55176693;2023-10-17 13:43:00;"150";"0,277778";"0,041667";"0,041667";"0,041667";"0,041667";"0,033333";"-0,333333";"-1";0;0;0;0;0;1;1;0;"1,111111";"-0,033333";"1,508978";"1,661866";"1,632201";"1,615066";"1,655306";"0,222222";"0,1"
"254";200505420;37635270;2023-10-17 13:43:00;"100";"-1";"0,65";"0,2";"0,255439";"0,210189";"-0,128491";"-0,5";"-1";0;0;0;0;0;0;0;0;"0,661376";"0,154762";"0,242919";"0,299944";"0,267875";"0,22291";"0,224984";"-0,166667";"0,26"
"255";200505544;56488064;2023-10-17 13:44:00;"53";"-1";"-1";"-1";"-0,575472";"-0,575472";"0,575472";"-1";"-1";0;0;0;0;0;0;0;0;NA;"-0,575472";"1,44847";"1,589012";"1,535176";"1,468075";"1,468515";"-1";"-1"
"256";200505635;41215422;2023-10-17 13:45:00;"150";"-1";"-1";"-0,555556";"-0,5";"-0,444444";"0,375";"-1";"-1";0;0;0;0;0;0;0;0;"0,925926";"-0,375";"-0,485929";"-0,438998";"-0,473907";"-0,498098";"-0,502709";"-0,444444";"-0,4"
"257";200505640;42203030;2023-10-17 13:45:00;"73";"-0,403938";"-0,351249";"-0,117562";"0,035213";"0,061497";"-0,112151";"-1";"-1";0;0;0;0;0;0;0;0;"1,068597";"0,164635";"0,702629";"0,780745";"0,736815";"0,675219";"0,67806";"-0,150685";"-0,205205"
"258";200505714;46390842;2023-10-17 13:45:00;"31";"0,774194";"0,274194";"0,058065";"0,115914";"0,057168";"-0,318581";"-0,354839";"-1";0;0;0;0;0;0;0;0;"1,139785";"0,318581";"3,009416";"3,193368";"3,089919";"2,944871";"2,95156";"0,139785";"0"
"259";200505730;57130830;2023-10-17 13:45:00;"156";"-0,119231";"-0,326923";"-0,350202";"-0,339744";"-0,339744";"0,332875";"-0,051282";"-1";0;0;0;0;0;0;0;0;"0,830132";"-0,32643";"-0,203257";"-0,166702";"-0,18726";"-0,216083";"-0,214754";"-0,168803";"0,001282"
"260";200505737;34194605;2023-10-17 13:45:00;"30";"-1";"-0,048485";"0,103448";"0,089147";"0,285185";"-0,889157";"0,555556";"-1";0;0;0;0;0;0;0;0;"1,388889";"0,889157";"3,143064";"3,333147";"3,226249";"3,076367";"3,083279";"0,666667";"0,2"
"261";200505800;37979758;2023-10-17 13:46:00;"300";"-0,061818";"-0,080088";"-0,214316";"-0,050848";"-0,094976";"0,204832";"-0,268";"-1";0;0;0;0;0;0;0;0;"1,214329";"-0,17786";"-0,585694";"-0,566685";"-0,577375";"-0,592363";"-0,591672";"-0,111111";"-0,268"
"262";200505810;37057946;2023-10-17 13:46:00;"8";"-1";"4,875";"13,333333";"15,175";"17,6875";"-19,791667";"11,5";"11,5";0;0;0;0;0;0;0;0;"0,556785";"19,791667";"14,536489";"15,249302";"14,848435";"14,286376";"14,312296";"5,291667";"10,3"
"263";200505815;44786122;2023-10-17 13:46:00;"100";"-1";"-1";"-1";"0,25";"0,25";"0";"-0,5";"-1";0;0;0;0;0;0;0;0;NA;"-1";"0,242919";"0,299944";"0,267875";"0,22291";"0,224984";"-0,333333";"-1"
"264";200505846;52366608;2023-10-17 13:46:00;"30";"1,333333";"2,571429";"2,277778";"1,966667";"2,14359";"-1,910345";"0";"-1";0;0;0;0;0;0;0;0;"0,493827";"1,910345";"3,143064";"3,333147";"3,226249";"3,076367";"3,083279";"-0,111111";"0,8"
"265";200505867;33498309;2023-10-17 13:46:00;"100";"-1";"0,55";"0,55";"0,075";"0,193333";"-0,286667";"-1";"-1";0;0;0;0;0;0;0;0;"0,911458";"0,286667";"0,242919";"0,299944";"0,267875";"0,22291";"0,224984";"0,05";"0,152"
"266";200505878;43084568;2023-10-17 13:46:00;"50";"-0,266667";"0";"0";"-0,05";"0,1";"-0,164516";"0,05";"-1";0;0;0;0;0;0;0;0;"1,20155";"0,164516";"1,485838";"1,599888";"1,53575";"1,44582";"1,449967";"0,033333";"-0,14"
"267";200505880;41029931;2023-10-17 13:46:00;"50";"1,341667";"2,743333";"2,0875";"2,071";"2,018529";"-1,73519";"-0,05";"-1";0;0;0;0;0;0;0;0;"0,972222";"1,814795";"1,485838";"1,599888";"1,53575";"1,44582";"1,449967";"-0,066667";"-0,04"
"268";200505976;47154682;2023-10-17 13:47:00;"88";"-0,738636";"-0,482955";"-0,454545";"-0,503247";"-0,578512";"0,307576";"1,670455";"-1";0;0;0;0;0;0;0;0;"1,478537";"-0,307576";"0,412408";"0,477209";"0,440767";"0,389671";"0,392027";"1,113636";"0,429545"
"269";200505983;52025677;2023-10-17 13:47:00;"46";"-0,335435";"-0,205913";"-0,344753";"-0,414069";"-0,215815";"0,196051";"-0,283696";"-1";0;0;0;0;0;0;0;0;"0,794901";"0,003614";"7,181449";"7,679997";"7,583265";"7,527388";"7,658606";"-0,385507";"-0,226957"
"270";200506043;52073476;2023-10-17 13:48:00;"19";"-0,291866";"0,541316";"0,126672";"0,120803";"0,174837";"-0,193554";"-0,037594";"-0,263158";0;0;0;0;0;0;0;0;"1,289308";"0,356032";"5,829943";"6,221982";"6,071808";"5,88463";"5,885858";"0,438596";"0,115789"
"271";200506070;33301272;2023-10-17 13:48:00;"100";"-1";"-1";"-1";"-1";"-1";"0,55";"-1";"-1";0;0;0;0;0;0;0;0;NA;"-0,55";"0,242919";"0,299944";"0,267875";"0,22291";"0,224984";"-0,3";"-1"
"272";200506088;58891502;2023-10-17 13:48:00;"50";"0";"2,48";"3,608571";"3,608571";"3,608571";"-3,608571";"-1";"-1";0;0;0;0;0;0;0;0;"0,701198";"3,608571";"6,526933";"6,985597";"6,896604";"6,845197";"6,965918";"1,653333";"2,784"
"273";200506103;48485071;2023-10-17 13:48:00;"100";"-1";"-1";"0";"0";"0";"-0,204";"-1";"-1";0;0;0;0;0;0;0;0;"0,833333";"0,204";"0,242919";"0,299944";"0,267875";"0,22291";"0,224984";"0";"0,2"
"274";200506106;60369105;2023-10-17 13:48:00;"240";"-0,270833";"-0,21875";"-0,21875";"-0,21875";"-0,21875";"0,184896";"-0,083333";"-1";0;0;0;0;0;0;0;0;"1,08453";"-0,16369";"0,568111";"0,663666";"0,645126";"0,634416";"0,659566";"-0,055556";"-0,129167"
"275";200506140;55294311;2023-10-17 13:48:00;"200";"0,652";"0,5976";"0,626513";"0,709702";"0,580696";"-0,576544";"0,48105";"-1";0;0;1;0;0;0;1;0;"0,791866";"0,204607";"0,881733";"0,996399";"0,974151";"0,961299";"0,991479";"0,002717";"0,26627"
"276";200506149;61623144;2023-10-17 13:48:00;"300";"-0,666667";"-0,666667";"-0,666667";"-0,666667";"-0,666667";"0,36";"-0,155556";"0";0;0;0;0;0;0;0;0;"1,436782";"-1";"0,254489";"0,330933";"0,316101";"0,307533";"0,327653";"0,111111";"-0,226667"
"277";200506250;61213776;2023-10-17 13:49:00;"48";"-0,53125";"-0,53125";"-0,53125";"-0,53125";"-0,53125";"0,470238";"-0,388889";"-1";0;0;0;0;0;0;0;0;"1,132479";"-0,451389";"1,703519";"1,858701";"1,799257";"1,725166";"1,725652";"-0,263889";"-0,35"
"278";200506291;61712026;2023-10-17 13:49:00;"150";"-1";"-1";"-1";"-1";"-1";"-0,286667";"0,286667";"-1";0;0;0;0;0;0;0;0;NA;"-1";"-0,134874";"-0,085216";"-0,104238";"-0,127947";"-0,127791";"-1";"-1"
"279";200506315;46517574;2023-10-17 13:50:00;"100";"-1";"-1";"-1";"-1";"-1";"1";"-1";"-1";1;0;0;0;0;0;0;0;NA;"-1";"0,242919";"0,299944";"0,267875";"0,22291";"0,224984";"-1";"-1"
"280";200506402;55166162;2023-10-17 13:50:00;"248";"-1";"0,008065";"0,215543";"0,167602";"0,211228";"-0,211228";"-1";"-1";0;0;0;0;0;0;0;0;"1,000446";"0,211228";"0,517527";"0,609999";"0,592057";"0,581693";"0,606032";"0,206989";"0,206452"
"281";200506525;38570895;2023-10-17 13:51:00;"48";"-1";"-1";"0";"0";"0,027778";"-0,03125";"-1";"-1";0;0;0;0;0;0;0;0;NA;"0,03125";"1,589415";"1,708217";"1,641406";"1,547729";"1,552049";"0,013889";"-1"
"282";200506534;60964372;2023-10-17 13:51:00;"20";"0,45";"0,4";"0,4";"0,4";"0,4";"-2,9";"5,4";"-1";0;0;0;0;0;0;0;0;"0,290881";"2,9";"5,488446";"5,860883";"5,718217";"5,540399";"5,541565";"0,233333";"3,24"
"283";200506774;45219740;2023-10-17 13:53:00;"39";"-1";"-1";"-1";"1,564103";"1,564103";"-1,564103";"-1";"-1";0;0;0;0;0;0;0;0;NA;"-1";"2,186972";"2,33319";"2,250961";"2,135667";"2,140984";"-1";"-1"
"284";200506807;52615999;2023-10-17 13:53:00;"70";"4,047619";"1,065934";"1,294118";"0,737143";"0,480466";"-0,376104";"-0,285714";"-1";0;0;0;0;0;0;0;0;"0,59322";"0,376104";"0,775599";"0,857063";"0,81125";"0,747014";"0,749977";"1";"2,371429"
"285";200506908;32529482;2023-10-17 13:54:00;"23";"3,535117";"2,168896";"2,035714";"3,282609";"3,712103";"-3,212067";"0,963768";"-1";0;0;0;0;0;0;0;0;"0,560472";"3,212067";"4,403996";"4,651931";"4,512499";"4,317";"4,326016";"0,101449";"0,965217"
"286";200507086;56112428;2023-10-17 13:55:00;"150";"-0,333333";"-0,333333";"-0,382857";"-0,234667";"-0,234667";"0,001212";"2,333333";"-1";0;0;0;0;0;0;0;0;"1,317176";"-0,001212";"-0,171387";"-0,133371";"-0,15475";"-0,184727";"-0,183344";"0,666667";"0,265333"
"287";200507091;38403447;2023-10-17 13:55:00;"8";"2,5";"3,416667";"3,8125";"5,3";"5,3";"-5,3";"-1";"-1";0;0;0;0;0;0;0;0;"0,658436";"5,3";"14,536489";"15,249302";"14,848435";"14,286376";"14,312296";"1,666667";"3,05"
"288";200507105;34911346;2023-10-17 13:55:00;"38";"8,157895";"4,473684";"4,473684";"5,078947";"7,484962";"-4,809211";"0,921053";"-1";0;0;0;0;0;0;0;0;"0,502732";"4,619617";"2,27084";"2,420906";"2,336513";"2,218184";"2,223641";"0,614035";"2,210526"
"289";200507169;45829087;2023-10-17 13:56:00;"20";"-1";"-1";"11";"6";"6";"-6,177273";"9";"-1";0;0;0;0;0;0;0;0;"1,503268";"6,177273";"5,214596";"5,499721";"5,339374";"5,11455";"5,124918";"6,666667";"4,1"
"290";200507193;52515648;2023-10-17 13:56:00;"100";"0";"-0,12";"-0,335714";"-0,23913";"-0,066842";"-0,113333";"-0,2";"-1";0;0;0;0;0;0;0;0;"1,111111";"0,113333";"0,242919";"0,299944";"0,267875";"0,22291";"0,224984";"-0,066667";"-0,16"
